device,subject,browser,android_cpu,android_mem
Pixel-5,http-192-168-88-177-8000-social-facebook-www-facebook-com,chrome,10.81313084,3930943.377
Pixel-5,http-192-168-88-177-8000-social-facebook-www-facebook-com,firefox,10.82465005,3929120.31
Pixel-5,http-192-168-88-177-8000-social-facebook-www-facebook-com,opera,10.81395138,3930394.687
Pixel-5,http-192-168-88-177-8000-social-myasiantv-myasiantv-cx,chrome,10.81080274,3931500.829
Pixel-5,http-192-168-88-177-8000-social-myasiantv-myasiantv-cx,firefox,10.84381581,3930130.949
Pixel-5,http-192-168-88-177-8000-social-myasiantv-myasiantv-cx,opera,10.80257587,3931700.431
Pixel-5,http-192-168-88-177-8000-social-myasiantv-vendor-myasiantv-cx,chrome,11.59082756,3842202.927
Pixel-5,http-192-168-88-177-8000-social-myasiantv-vendor-myasiantv-cx,firefox,11.61977434,3839690.197
Pixel-5,http-192-168-88-177-8000-social-myasiantv-vendor-myasiantv-cx,opera,11.6010977,3837700.393
Pixel-5,http-192-168-88-177-8000-social-wechat-vendor-www-wechat-com,chrome,11.6482332,3836397.646
Pixel-5,http-192-168-88-177-8000-social-wechat-vendor-www-wechat-com,firefox,11.68046755,3833369.286
Pixel-5,http-192-168-88-177-8000-social-wechat-vendor-www-wechat-com,opera,11.66700188,3831341.657
Pixel-5,http-192-168-88-177-8000-social-wechat-www-wechat-com,chrome,10.80776372,3933402.399
Pixel-5,http-192-168-88-177-8000-social-wechat-www-wechat-com,firefox,10.80334678,3932195.93
Pixel-5,http-192-168-88-177-8000-social-wechat-www-wechat-com,opera,10.77046969,3933702.357
Pixel-5,http-192-168-88-177-8000-social-whatsapp-vendor-www-whatsapp-com,chrome,11.70997801,3829860.269
Pixel-5,http-192-168-88-177-8000-social-whatsapp-vendor-www-whatsapp-com,firefox,11.7321696,3827388.06
Pixel-5,http-192-168-88-177-8000-social-whatsapp-vendor-www-whatsapp-com,opera,11.71372459,3825715.355
Pixel-5,http-192-168-88-177-8000-social-whatsapp-www-whatsapp-com,chrome,10.78507766,3935021.788
Pixel-5,http-192-168-88-177-8000-social-whatsapp-www-whatsapp-com,firefox,10.8065038,3933300.807
Pixel-5,http-192-168-88-177-8000-social-whatsapp-www-whatsapp-com,opera,10.76884402,3932925.571
Pixel-5,http-192-168-88-177-8000-social-youtube-vendor-www-youtube-com,chrome,11.7738512,3824594.107
Pixel-5,http-192-168-88-177-8000-social-youtube-vendor-www-youtube-com,firefox,11.81273807,3823265.897
Pixel-5,http-192-168-88-177-8000-social-youtube-vendor-www-youtube-com,opera,11.79041531,3822333.244
Pixel-5,http-192-168-88-177-8000-social-youtube-www-youtube-com,chrome,10.78541016,3933011.95
Pixel-5,http-192-168-88-177-8000-social-youtube-www-youtube-com,firefox,10.80549814,3930411.398
Pixel-5,http-192-168-88-177-8000-social-youtube-www-youtube-com,opera,10.80058813,3930500.992
