datetime,cpu,mem
Sat Sep  2 10:25:48 GMT 2023,43,2112338
Sat Sep  2 10:25:52 GMT 2023,10,2018532
Sat Sep  2 10:25:56 GMT 2023,10,2063440
Sat Sep  2 10:27:20 GMT 2023,43,2079548
Sat Sep  2 10:27:24 GMT 2023,9.5,1982447
Sat Sep  2 10:27:28 GMT 2023,9.5,2019297
Sat Sep  2 10:28:53 GMT 2023,43,2126078
Sat Sep  2 10:28:56 GMT 2023,8.3,2099954
Sat Sep  2 10:29:01 GMT 2023,8.3,2095000
Sat Sep  2 10:30:25 GMT 2023,50,2121904
Sat Sep  2 10:30:29 GMT 2023,9.6,2184353
Sat Sep  2 10:30:33 GMT 2023,9.6,2129829
Sat Sep  2 10:31:57 GMT 2023,26,2153715
Sat Sep  2 10:32:01 GMT 2023,9.9,2180745
Sat Sep  2 10:32:05 GMT 2023,9.9,2124957
Sat Sep  2 10:33:29 GMT 2023,23,2213134
Sat Sep  2 10:33:33 GMT 2023,8,2115347
Sat Sep  2 10:33:37 GMT 2023,8,2191064
Sat Sep  2 10:35:02 GMT 2023,4.9,2249160
Sat Sep  2 10:35:06 GMT 2023,32,2146973
Sat Sep  2 10:35:10 GMT 2023,32,2208824
Sat Sep  2 10:36:34 GMT 2023,48,2263967
Sat Sep  2 10:36:38 GMT 2023,10,2144742
Sat Sep  2 10:36:42 GMT 2023,10,2201325
Sat Sep  2 10:38:07 GMT 2023,47,2044094
Sat Sep  2 10:38:11 GMT 2023,9.4,1940549
Sat Sep  2 10:38:15 GMT 2023,9.4,2012487
Sat Sep  2 10:39:39 GMT 2023,42,2008375
Sat Sep  2 10:39:43 GMT 2023,7.9,1875516
Sat Sep  2 10:39:46 GMT 2023,7.9,1954026
Sat Sep  2 10:41:11 GMT 2023,38,2007472
Sat Sep  2 10:41:15 GMT 2023,8,1906370
Sat Sep  2 10:41:19 GMT 2023,8,1963111
Sat Sep  2 10:42:43 GMT 2023,37,2153903
Sat Sep  2 10:42:47 GMT 2023,9.8,2154162
Sat Sep  2 10:42:51 GMT 2023,9.8,2086432
Sat Sep  2 10:44:15 GMT 2023,47,2115687
Sat Sep  2 10:44:19 GMT 2023,10,2078949
Sat Sep  2 10:44:23 GMT 2023,10,2056734
Sat Sep  2 10:45:47 GMT 2023,22,2126737
Sat Sep  2 10:45:51 GMT 2023,9.9,2101188
Sat Sep  2 10:45:55 GMT 2023,9.9,2070845
Sat Sep  2 10:47:19 GMT 2023,22,2203491
Sat Sep  2 10:47:23 GMT 2023,10,2084626
Sat Sep  2 10:47:27 GMT 2023,10,2146071
Sat Sep  2 10:48:52 GMT 2023,45,2192850
Sat Sep  2 10:48:56 GMT 2023,8.9,2071341
Sat Sep  2 10:49:00 GMT 2023,8.9,2135685
Sat Sep  2 10:50:24 GMT 2023,5.4,2223155
Sat Sep  2 10:50:28 GMT 2023,13,2096190
Sat Sep  2 10:50:32 GMT 2023,13,2160940
Sat Sep  2 10:51:57 GMT 2023,38,1997438
Sat Sep  2 10:52:01 GMT 2023,8.6,1888220
Sat Sep  2 10:52:05 GMT 2023,8.6,1904862
Sat Sep  2 10:53:29 GMT 2023,31,1944912
Sat Sep  2 10:53:33 GMT 2023,6.8,1893152
Sat Sep  2 10:53:37 GMT 2023,6.8,1908637
Sat Sep  2 10:55:01 GMT 2023,28,1982524
Sat Sep  2 10:55:05 GMT 2023,8,1903387
Sat Sep  2 10:55:08 GMT 2023,8,1919410
Sat Sep  2 10:56:33 GMT 2023,28,2154444
Sat Sep  2 10:56:37 GMT 2023,9.3,2118911
Sat Sep  2 10:56:41 GMT 2023,9.3,2030417
Sat Sep  2 10:58:05 GMT 2023,36,2045124
Sat Sep  2 10:58:08 GMT 2023,8.2,2035590
Sat Sep  2 10:58:12 GMT 2023,8.2,2009142
Sat Sep  2 10:59:37 GMT 2023,22,2023293
Sat Sep  2 10:59:40 GMT 2023,8.2,2017104
Sat Sep  2 10:59:44 GMT 2023,8.2,1997320
Sat Sep  2 11:01:08 GMT 2023,22,2218521
Sat Sep  2 11:01:12 GMT 2023,8.8,2097377
Sat Sep  2 11:01:16 GMT 2023,8.8,2136906
Sat Sep  2 11:02:41 GMT 2023,29,2205515
Sat Sep  2 11:02:45 GMT 2023,7.8,2115202
Sat Sep  2 11:02:48 GMT 2023,7.8,2137887
Sat Sep  2 11:04:13 GMT 2023,26,2172346
Sat Sep  2 11:04:17 GMT 2023,8,2095216
Sat Sep  2 11:04:21 GMT 2023,8,2118711
Sat Sep  2 11:05:46 GMT 2023,4.6,1938165
Sat Sep  2 11:05:50 GMT 2023,7.9,1857295
Sat Sep  2 11:05:53 GMT 2023,7.9,1932749
Sat Sep  2 11:07:18 GMT 2023,38,1971594
Sat Sep  2 11:07:22 GMT 2023,8,1894472
Sat Sep  2 11:07:25 GMT 2023,8,1905893
Sat Sep  2 11:08:50 GMT 2023,34,1956227
Sat Sep  2 11:08:53 GMT 2023,8.1,1878687
Sat Sep  2 11:08:57 GMT 2023,8.1,1910885
Sat Sep  2 11:10:22 GMT 2023,35,2080509
Sat Sep  2 11:10:25 GMT 2023,8.2,2068298
Sat Sep  2 11:10:29 GMT 2023,8.2,2073809
Sat Sep  2 11:11:54 GMT 2023,43,2232012
Sat Sep  2 11:11:57 GMT 2023,8.8,2236587
Sat Sep  2 11:12:01 GMT 2023,8.8,2158612
Sat Sep  2 11:13:25 GMT 2023,28,2141934
Sat Sep  2 11:13:29 GMT 2023,8.7,2151427
Sat Sep  2 11:13:33 GMT 2023,8.7,2079086
Sat Sep  2 11:14:57 GMT 2023,28,2193139
Sat Sep  2 11:15:01 GMT 2023,7.8,2117711
Sat Sep  2 11:15:05 GMT 2023,7.8,2176538
Sat Sep  2 11:16:30 GMT 2023,34,2205764
Sat Sep  2 11:16:33 GMT 2023,8.2,2116196
Sat Sep  2 11:16:37 GMT 2023,8.2,2150288
Sat Sep  2 11:18:02 GMT 2023,26,2223233
Sat Sep  2 11:18:06 GMT 2023,8,2131579
Sat Sep  2 11:18:09 GMT 2023,8,2160348
Sat Sep  2 11:19:35 GMT 2023,27,1965944
Sat Sep  2 11:19:38 GMT 2023,8.4,1926157
Sat Sep  2 11:19:42 GMT 2023,8.4,1922592
