device,subject,browser,android_cpu,android_mem
Samsung-J7-duo,http-192-168-88-177-8000-general-wikipedia-vendor-www-wikipedia-org-index-html,opera,17.32432501713566,2057790.297104121
Samsung-J7-duo,http-192-168-88-177-8000-general-wikipedia-vendor-www-wikipedia-org-index-html,firefox,17.38278213877166,2058048.1907348586
Samsung-J7-duo,http-192-168-88-177-8000-general-wikipedia-vendor-www-wikipedia-org-index-html,chrome,17.414231797121705,2059349.749915954
Samsung-J7-duo,http-192-168-88-177-8000-general-netvibes-www-netvibes-com-en-html,opera,21.088341149904462,2050399.1363124924
Samsung-J7-duo,http-192-168-88-177-8000-general-netvibes-www-netvibes-com-en-html,firefox,21.957556814093607,2041870.6769284222
Samsung-J7-duo,http-192-168-88-177-8000-general-netvibes-www-netvibes-com-en-html,chrome,22.624313552912948,2041141.2369595263
Samsung-J7-duo,http-192-168-88-177-8000-consumer-rightmove-www-rightmove-co-uk,opera,18.13848173181529,2049420.370257808
Samsung-J7-duo,http-192-168-88-177-8000-consumer-rightmove-www-rightmove-co-uk,firefox,18.193122328544863,2047816.2815615796
Samsung-J7-duo,http-192-168-88-177-8000-consumer-rightmove-www-rightmove-co-uk,chrome,18.192371371113364,2047981.3817278547
Samsung-J7-duo,http-192-168-88-177-8000-consumer-rightmove-prefixes-www-rightmove-co-uk,opera,17.806219917957872,2055512.5087091534
Samsung-J7-duo,http-192-168-88-177-8000-consumer-rightmove-prefixes-www-rightmove-co-uk,firefox,17.807119592238887,2054738.8579601664
Samsung-J7-duo,http-192-168-88-177-8000-consumer-rightmove-prefixes-www-rightmove-co-uk,chrome,17.81393415412319,2055111.8579252607
Samsung-J7-duo,http-192-168-88-177-8000-finance-bloomberg-vendor-www-bloomberg-com-subscriptions-ytaodl37xpb73lm-html,opera,17.250538540091497,2055442.2989236256
Samsung-J7-duo,http-192-168-88-177-8000-finance-bloomberg-vendor-www-bloomberg-com-subscriptions-ytaodl37xpb73lm-html,firefox,17.29304304666053,2055461.432617796
Samsung-J7-duo,http-192-168-88-177-8000-finance-bloomberg-vendor-www-bloomberg-com-subscriptions-ytaodl37xpb73lm-html,chrome,17.296126559259296,2056363.685182809
Samsung-J7-duo,http-192-168-88-177-8000-finance-tinkoff-vendor-www-tinkoff-ru,opera,17.655411666964113,2055992.2165605102
Samsung-J7-duo,http-192-168-88-177-8000-finance-tinkoff-vendor-www-tinkoff-ru,firefox,17.587673275091387,2053168.8990360582
Samsung-J7-duo,http-192-168-88-177-8000-finance-tinkoff-vendor-www-tinkoff-ru,chrome,17.51321115308015,2052386.0324197735
Samsung-J7-duo,http-192-168-88-177-8000-commerce-jimdo-vendor-www-jimdo-com,opera,17.818782146188138,2053542.140176653
Samsung-J7-duo,http-192-168-88-177-8000-commerce-jimdo-vendor-www-jimdo-com,firefox,17.847280467963806,2053184.2963658927
Samsung-J7-duo,http-192-168-88-177-8000-commerce-jimdo-vendor-www-jimdo-com,chrome,17.861734041772205,2054012.013750334
Samsung-J7-duo,http-192-168-88-177-8000-finance-paypal-www-paypal-com-ro-home-html,opera,18.791809090362808,2027081.249755309
Samsung-J7-duo,http-192-168-88-177-8000-finance-paypal-www-paypal-com-ro-home-html,firefox,18.961091347755655,2021525.5587720645
Samsung-J7-duo,http-192-168-88-177-8000-finance-paypal-www-paypal-com-ro-home-html,chrome,19.098128263241176,2022595.6152786445
Samsung-J7-duo,http-192-168-88-177-8000-commerce-target-vendor-www-target-com,opera,17.803289671689186,2054697.8730498722
Samsung-J7-duo,http-192-168-88-177-8000-commerce-target-vendor-www-target-com,firefox,17.799678128140318,2053089.758246497
Samsung-J7-duo,http-192-168-88-177-8000-commerce-target-vendor-www-target-com,chrome,17.767649082806553,2052539.5711788095
Samsung-J7-duo,http-192-168-88-177-8000-finance-forbes-www-forbes-com,opera,19.31020268356622,2023815.9131963428
Samsung-J7-duo,http-192-168-88-177-8000-finance-forbes-www-forbes-com,firefox,19.404028084497718,2018899.5264944965
Samsung-J7-duo,http-192-168-88-177-8000-finance-forbes-www-forbes-com,chrome,19.00361177262816,2019631.2495635494
Samsung-J7-duo,http-192-168-88-177-8000-social-facebook-vendor-www-facebook-com,opera,17.817656694689266,2058607.768485983
Samsung-J7-duo,http-192-168-88-177-8000-social-facebook-vendor-www-facebook-com,firefox,17.837507025205607,2057358.0971053627
Samsung-J7-duo,http-192-168-88-177-8000-social-facebook-vendor-www-facebook-com,chrome,17.84723377552339,2057203.8900969096
Samsung-J7-duo,http-192-168-88-177-8000-social-wechat-vendor-www-wechat-com,opera,18.02155437848855,2063599.5850304263
Samsung-J7-duo,http-192-168-88-177-8000-social-wechat-vendor-www-wechat-com,firefox,18.01906448271269,2062607.489297812
