datetime,cpu,mem
Fri Sep  1 15:36:16 UTC 2023,6.1,4200506
Fri Sep  1 15:36:18 UTC 2023,6.1,4170795
Fri Sep  1 15:37:40 UTC 2023,28,4097909
Fri Sep  1 15:37:42 UTC 2023,6.3,3972163
Fri Sep  1 15:37:44 UTC 2023,6.3,4093063
Fri Sep  1 15:37:46 UTC 2023,6.3,4049606
Fri Sep  1 15:39:08 UTC 2023,4.9,4115561
Fri Sep  1 15:39:10 UTC 2023,18,3996013
Fri Sep  1 15:39:12 UTC 2023,18,4120228
Fri Sep  1 15:39:14 UTC 2023,18,4088548
Fri Sep  1 15:40:36 UTC 2023,26,3876481
Fri Sep  1 15:40:38 UTC 2023,6.3,3798601
Fri Sep  1 15:40:41 UTC 2023,6.3,3940573
Fri Sep  1 15:40:43 UTC 2023,6.3,3927006
